VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,2,3,150,20000, ,9,9,0,0,0,0,0,0,0,0,0,1, ,2,18,51,84,201,286
 ,2,4,175,2440, ,6,8,0,0,0,0,0,0,0,0,1,1, ,2,18,52,86,205,291
 ,2,10,240,9000, ,5,8,0,0,0,0,1,0,0,0,0,1, ,2,18,52,85,203,289
 ,2,4,300,10000, , , , , , , , , , , , , , ,2,18,52,85,203,288
 ,2,7,200,60000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,2,1,300,600, , , , , , , , , , , , , , ,2,18,52,86,206,292
 ,2,3,30,3000, , , , , , , , , , , , , , ,2,18,53,87,210,297
 ,4,4,120,7000, ,9,9,0,0,0,0,0,0,0,0,1,0, ,2,18,52,85,203,288
 ,2,6,100,62000, , , , , , , , , , , , , , ,1,18,51,84,200,285
 ,2,3,100,50000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,1,1,60,3300, , , , , , , , , , , , , , ,2,18,52,86,205,291
 ,4,4,150,-3, , , , , , , , , , , , , , ,2,18,54,88,213,300
 ,2,3,150,7500, ,4,7,0,0,0,0,1,0,0,0,1,0, ,2,18,52,86,205,291
 ,5,4,120,100000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,2,4,200,10000, , , , , , , , , , , , , , ,2,18,52,85,204,290
 ,3,6,150,-3, ,9,9,0,0,0,0,1,0,0,0,0,0,不适用,2,18,53,87,211,298
 ,1,1,230,30000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,3,4,200,20000, , , , , , , , , , , , , , ,2,18,53,87,211,298
 ,4,4,120,35000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,3,1,96,15000, , , , , , , , , , , , , , ,2,18,52,85,203,289
 ,4,3,140,30000, , , , , , , , , , , , , , ,2,18,52,86,208,294
 ,3,3,65,9000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,2,18,53,87,210,297
 ,1,1,180,50000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,1,1,60,1500, ,7,8,0,0,0,0,0,0,0,0,0,1, ,2,18,51,84,201,286
 ,4,1,100,8000, , , , , , , , , , , , , , ,2,18,52,86,206,292
 ,1,6,84,50000, , , , , , , , , , , , , , ,2,18,52,86,208,294
 ,4,6,200,13000, , , , , , , , , , , , , , ,2,18,53,87,211,298
 ,2,1,370,30000,-2,6,7,1,0,0,0,0,0,0,0,0,1,不适用,2,18,52,85,204,290
 ,1,1,200,10000, ,9,9,0,0,0,0,0,0,0,0,1,0, ,2,18,52,86,208,294
 ,2,10,80,30000, , , , , , , , , , , , , , ,2,18,52,86,206,292
 ,2,3,75,1000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,2,3,200,6000, , , , , , , , , , , , , , ,2,18,53,87,210,297
 ,3,3,300,20000, ,6,7,0,0,0,0,1,0,0,0,0,0,不适用,2,18,52,85,204,290
 ,2,4,170,70000, , , , , , , , , , , , , , ,2,18,51,84,199,284
 ,2,3,150,80000, , , , , , , , , , , , , , ,2,18,51,84,199,284
 ,3,6,190,30000, , , , , , , , , , , , , , ,2,18,52,85,203,288
 ,2,4,400,60000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,2,18,55,89,217,306
 ,1,3,25,600, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,7,1,200,30000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,5,4,400,30000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,18,52,85,204,290
 ,4,4,200,20000, ,8,9,0,0,0,0,1,0,0,0,0,1, ,2,18,51,84,199,284
 ,4,4,120,60000, , , , , , , , , , , , , , ,2,18,51,84,199,284
 ,3,3,200,30000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,1,1,100,800, ,6,9,0,0,0,1,0,0,0,0,0,0, ,2,18,54,88,214,302
 ,2,3,80,20000, ,7,9,0,0,0,0,0,0,0,0,0,1, ,2,18,52,85,204,290
 ,2,1,150,10000, ,6,7,0,0,0,0,0,0,0,0,0,1, ,2,18,54,88,213,301
 ,1,1,130,8000, ,9,9,0,0,0,0,0,0,0,0,0,0,电,2,18,51,84,201,286
 ,2,1,240,10000, , , , , , , , , , , , , , ,2,18,52,86,208,294
 ,5,6,230,50000, ,7,8,0,0,0,0,1,0,0,0,0,0,不适用,2,18,51,84,201,286
 ,2,12,100,30000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,6,4,200,20000, , , , , , , , , , , , , , ,2,18,52,86,205,291
 ,2,3,140,35000, , , , , , , , , , , , , , ,2,18,53,87,211,298
 ,3,4,150,30000, ,7,9,0,0,0,0,0,0,0,0,0,1, ,2,18,51,84,199,284
 ,7,4,100,40000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,2,4,120,50000, , , , , , , , , , , , , , ,2,18,52,85,203,288
 ,3,4,110,35000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,5,1,221,-3, , , , , , , , , , , , , , ,2,18,53,87,211,298
 ,3,3,160,20000, , , , , , , , , , , , , , ,2,18,52,86,205,291
 ,6,1,200,0, , , , , , , , , , , , , , ,2,18,52,85,203,288
 ,1,3,100,10000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,2,1,200,10000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,2,3,70,2000, , , , , , , , , , , , , , ,2,18,51,84,199,284
 ,2,6,360,8000, , , , , , , , , , , , , , ,2,18,53,87,211,298
 ,1,4,266,10000, ,9,9,0,0,0,0,0,0,0,0,0,1,不适用,2,18,54,88,213,301
 ,2,3,220,30000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,1,1,100,30000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,3,3,100,35000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,2,3,110,20000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,2,18,55,89,217,306
 ,1,3,180,50000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,3,1,120,1000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,3,4,120,30000, , , , , , , , , , , , , , ,2,18,51,84,201,286
 ,2,3,252,8000, , , , , , , , , , , , , , ,2,18,53,87,210,297
 ,4,4,270,30000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,5,4,120,30000, , , , , , , , , , , , , , ,2,18,54,88,213,301
 ,3,1,75,32000, , , , , , , , , , , , , , ,2,18,52,85,203,289
 ,2,1,240,20000, ,7,9,0,0,0,0,0,0,0,0,1,0, ,2,18,52,86,205,291
 ,2,1,100,10000, ,8,9,0,0,0,0,0,0,0,0,1,0, ,2,18,52,86,205,291
 ,1,10,220,72000, , , , , , , , , , , , , , ,2,18,52,85,203,288
 ,2,3,100,10000, , , , , , , , , , , , , , ,2,18,52,85,203,289
 ,1,3,50,1000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,3,4,240,50000, , , , , , , , , , , , , , ,2,18,54,88,214,302
 ,1,6,150,50000, , , , , , , , , , , , , , ,2,18,52,86,208,294
 ,1,3,60,2000, ,8,9,0,0,0,0,0,0,0,0,0,1, ,2,18,55,89,217,306
 ,6,6,200,35000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,4,3,340,40000, , , , , , , , , , , , , , ,2,18,52,86,208,294
 ,2,1,300,10000, , , , , , , , , , , , , , ,2,18,52,86,205,291
 ,7,4,300,20000, , , , , , , , , , , , , , ,2,18,52,85,203,289
 ,5,4,100,3000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,2,3,80,3000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,2,4,216,50000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,4,12,120,130000, ,8,9,0,0,0,0,0,0,0,0,1,0, ,2,18,52,85,203,289
 ,6,4,80,30000, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,6,4,130,60000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,2,18,55,89,217,306
 ,4,4,100,-3, , , , , , , , , , , , , , ,2,18,55,89,217,306
 ,2,6,250,30000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,2,18,55,89,217,306
 ,4,1,100,20000, ,5,7,0,0,0,0,1,0,0,0,0,0, ,2,21,62,98,247,340
 ,1,12,120,90000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,1,150,200, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,2,4,100,20000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,4,4,250,35000,.379999995231628,5,9,1,0,0,0,1,0,0,0,0,1, ,1,21,61,97,243,336
 ,7,4,120,25000, ,5,9,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,251,344
 ,2,3,160,10000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,2,4,310,50000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,3,4,60,30000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,3,190,2000, ,9,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,100,255,350
 ,1,4,83,80000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,6,90,5000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,7,4,100,120000, ,4,5,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,3,4,35,100000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,2,6,300,8000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,21,64,101,257,352
 ,4,6,185,60000, ,5,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,3,7,300,40000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,6,140,60000, ,9,9,0,0,0,0,0,0,0,0,0,0,电,1,21,64,101,257,352
 ,1,1,50,10000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,4,300,26000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,4,80,18000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,1,8,70,24000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,3,7,30,50000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,3,100,30000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,1,3,200,60000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,5,12,70,-2, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,5,3,110,40000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,1,9,120,45000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,1,1,90,-2, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,2,4,50,60000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,5,3,250,20000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,6,75,-3, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,3,4,120,15000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,2,4,109,42600, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,4,4,100,60000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,6,103,9000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,4,4,120,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,21,64,100,254,348
 ,3,1,67,50000, ,3,5,0,0,0,0,0,0,0,0,0,1, ,1,21,63,99,250,343
 ,6,1,400,24000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,3,10,136,-2, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,2,4,106,15000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,5,4,60,30000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,2,4,200,30000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,2,6,75,48000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,6,4,300,-2, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,2,6,90,50000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,2,3,100,80000, ,5,8,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,3,6,170,50000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,5,1,120,30000, , , , , , , , , , , , , , ,2,21,61,97,244,337
 ,5,3,240,10000, ,4,9,0,0,0,0,1,0,0,0,0,0, ,1,21,61,97,243,336
 ,2,6,60,36000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,2,4,89,50000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,253,346
 ,2,9,60,-2, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,2,1,89,35000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,3,12,100,130000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,4,80,100000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,4,3,288,24000, ,5,6,0,0,0,0,0,0,0,0,0,0,电,2,21,62,98,247,340
 ,2,8,80,60000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,21,63,99,250,343
 ,3,4,130,-2, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,6,1,300,50000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,2,3,240,10000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,2,3,100,4500, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,2,7,53,40000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,2,3,60,5000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,1,7,64,60000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,1,3,60,30000, ,6,9,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,250,343
 ,2,6,105,15000, ,4,7,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,5,3,200,60000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,6,182,33800, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,5,3,55,30000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,4,4,400,20000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,4,12,90,200000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,3,30,100000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,4,300,66666, ,4,9,0,0,0,0,1,0,0,0,0,0,电,1,21,61,97,243,336
 ,1,4,109,15000,.5,6,8,1,0,0,0,0,0,0,0,0,0, ,1,21,62,98,249,342
 ,1,4,60,2000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,3,6,75,15000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,3,7,200,100000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,1,1,40,12000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,6,4,300,42000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,4,75,32000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,4,70,120000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,3,230,20000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,4,4,80,60000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,1,9,120,80000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,4,3,80,30000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,1,4,450,120000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,1,3,120,9600, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,1,3,100,7000, ,8,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,100,255,349
 ,2,1,120,10000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,2,1,100,40000, , , , , , , , , , , , , , ,2,21,61,97,245,338
 ,2,4,190,35000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,2,21,61,97,245,338
 ,3,4,170,20000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,1,3,60,14000, ,5,7,0,0,0,0,1,0,0,0,0,0, ,1,21,64,102,258,355
 ,4,3,150,25000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,3,300,30000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,3,4,70,100000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,4,4,100,250000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,4,1,130,-3, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,21,61,97,242,335
 ,2,1,150,3000,.720000028610229,6,9,1,0,0,0,0,0,0,0,0,0,电,2,21,62,98,247,340
 ,2,4,115,10000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,2,3,100,20000, ,7,9,0,0,0,0,0,0,0,0,0,1,电,2,21,64,101,256,351
 ,2,4,80,15000, ,9,9,0,0,0,0,0,0,0,0,0,1,电,2,21,64,101,256,351
 ,1,4,210,120000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,5,3,100,46000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,3,3,102,30000, , , , , , , , , , , , , , ,2,21,64,101,256,351
 ,3,4,130,30000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,4,45,50000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,2,3,130,25000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,4,150,20000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,4,95,60000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,258,355
 ,1,4,90,20000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,6,4,90,100000, ,1,1,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,2,6,35,90000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,1,21,64,102,258,355
 ,5,3,198,100000, ,4,8,0,0,0,0,0,1,0,0,0,0, ,1,21,64,100,254,348
 ,3,3,100,30000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,3,70,24000, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,3,80,50000, ,1,1,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,258,355
 ,3,7,75,60000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,4,3,70,20000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,6,225,350000, ,5,8,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,247,340
 ,2,4,97,72000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,3,4,120,100000, ,3,3,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,2,1,65,50000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,250,343
 ,2,3,100,2000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,3,3,132,20000, ,6,9,0,0,0,0,0,0,0,0,0,0,电,1,21,62,98,249,342
 ,4,4,220,80000, ,5,7,0,0,1,0,1,0,0,0,0,0, ,1,21,64,101,257,352
 ,4,4,200,25000, ,6,6,0,0,0,0,1,0,0,0,0,1, ,2,21,64,100,255,350
 ,4,5,100,200000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,3,10,100,60000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,2,4,160,30000, ,8,9,0,0,0,0,0,0,0,0,0,1, ,2,21,64,101,256,351
 ,3,4,120,40000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,2,4,400,60000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,5,3,110,25000, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,21,64,101,257,353
 ,2,3,80,30000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,1,150,80000, ,5,8,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,1,4,110,30000, ,2,4,0,0,0,0,1,0,0,0,0,0, ,1,21,64,102,260,358
 ,4,1,250,4000, ,6,7,0,0,0,0,0,0,0,1,0,0, ,2,21,62,98,248,341
 ,2,1,230,0, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,2,3,240,40000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,4,1,70,10000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,4,140,30000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,3,5,90,75000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,4,150,2000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,1,6,240,100000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,1,3,60,800, ,1,1,0,0,0,0,1,0,0,0,0,0, ,1,21,64,102,260,358
 ,3,6,270,50000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,3,3,100,50000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,3,4,300,20000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,2,10,98,30000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,5,3,320,13000, ,6,9,0,0,0,0,1,0,0,0,0,1, ,1,21,61,97,243,336
 ,3,4,125,45000, ,7,8,0,0,0,0,0,0,0,0,0,0,电,1,21,61,97,242,335
 ,3,11,130,50000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,4,130,25000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,1,3,300,60000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,3,67,57000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,2,3,220,35000, ,4,5,0,0,0,0,1,0,0,0,1,0,电,2,21,64,101,257,353
 ,1,12,90,160000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,4,4,170,30000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,4,3,300,20000, , , , , , , , , , , , , , ,1,21,62,98,249,342
 ,6,4,125,-3, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,1,3,120,30000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,4,59,15000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,4,6,180,20000, ,7,9,0,0,0,0,1,0,0,0,0,0, ,2,21,64,101,256,351
 ,2,1,90,25000, , , , , , , , , , , , , , ,2,21,64,101,257,353
 ,7,9,250,80400, , , , , , , , , , , , , , ,1,21,64,102,260,357
 ,2,10,200,100000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,5,6,91,20000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,2,11,100,100000, ,4,4,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,348
 ,9,3,220,-2, ,9,9,0,0,0,0,1,0,0,0,0,0, ,2,21,62,98,248,341
 ,2,3,110,20000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,4,4,300,25000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,4,60,60000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,3,6,37,20000, , , , , , , , , , , , , , ,1,21,64,102,258,355
 ,3,3,80,36000,.5,4,5,1,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,3,4,150,30000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,2,10,90,-2, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,3,3,109,-2, ,3,3,0,0,0,0,1,0,0,0,0,0,电,1,21,64,101,257,354
 ,5,4,40,20000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,5,10,99,70000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,5,12,120,13000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,5,4,120,40000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,3,6,100,34000, ,3,6,0,0,0,0,1,0,0,0,0,0,电,1,21,61,97,242,335
 ,5,6,100,100000, ,2,4,0,0,0,0,1,0,0,0,0,0, ,1,21,64,101,257,354
 ,2,11,130,80000, ,7,9,0,0,0,0,0,1,0,0,0,0, ,1,21,61,97,242,335
 ,2,3,130,24000, , , , , , , , , , , , , , ,1,21,61,97,242,335
 ,2,7,100,50000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,21,64,101,257,354
 ,4,4,360,200000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,2,6,70,10000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,6,110,30000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,3,7,60,-3, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,4,4,45,-2, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,3,3,100,20000, ,9,9,0,0,1,0,0,0,0,0,0,1,电,2,21,64,101,256,351
 ,3,4,200,50000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,2,4,80,250000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,21,64,102,260,358
 ,2,4,180,300000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,3,10,100,100000, ,5,8,0,0,0,0,1,0,0,0,0,0, ,1,21,64,100,254,347
 ,2,3,40,80000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,2,10,95,100000, ,7,8,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,252,345
 ,1,1,50,5000, ,6,9,0,0,0,0,0,0,0,0,0,1, ,2,21,62,98,246,339
 ,3,3,50,25000, , , , , , , , , , , , , , ,1,21,64,100,254,347
 ,3,3,21,10000, , , , , , , , , , , , , , ,2,21,62,98,247,340
 ,2,3,200,9000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,3,3,360,0, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,2,6,50,10000, , , , , , , , , , , , , , ,1,21,64,101,257,352
 ,3,3,180,30000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,2,21,64,100,255,350
 ,4,4,230,35000, ,6,7,0,0,0,0,0,0,0,0,1,1, ,2,21,61,97,244,337
 ,2,6,200,100000, , , , , , , , , , , , , , ,1,21,61,97,243,336
 ,5,1,200,30000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,5,3,360,45000, , , , , , , , , , , , , , ,2,21,64,102,259,356
 ,1,3,250,70000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,4,1,80,150000, , , , , , , , , , , , , , ,1,21,63,99,250,343
 ,3,6,115,35000, , , , , , , , , , , , , , ,2,21,64,100,255,349
 ,4,4,110,25000, , , , , , , , , , , , , , ,2,21,62,98,248,341
 ,3,1,86,55000, , , , , , , , , , , , , , ,1,21,64,100,254,348
 ,6,4,300,30000, , , , , , , , , , , , , , ,2,21,64,100,255,350
 ,2,4,65,18000, , , , , , , , , , , , , , ,1,21,63,99,253,346
 ,3,3,160,8000, , , , , , , , , , , , , , ,1,21,64,102,260,358
 ,2,3,65,50000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,4,3,240,40000, , , , , , , , , , , , , , ,2,21,62,98,246,339
 ,2,3,120,2000, , , , , , , , , , , , , , ,1,21,64,101,257,354
 ,3,4,78,96000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,3,6,60,30000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,9,200,70000, , , , , , , , , , , , , , ,1,21,63,99,251,344
 ,1,6,60,36000, ,7,7,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,251,344
 ,2,4,118,60000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,3,6,80,24000, , , , , , , , , , , , , , ,1,21,63,99,252,345
 ,2,1,84,28000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,21,63,99,250,343
